x,y
0.7565074836168915,2.466361348397007
1.1597284397045455,4.213034325424328
3.120940407684893,3.286489434803029
2.915555398150197,1.7600922050548593
1.968647609053778,1.9714756881459667
2.175991074963173,0.49620595304328674
3.9164973436826376,1.972230296011415
1.112642916746255,1.5670120416197926
2.820646071755057,2.484077840507134
1.696711021349159,0.7591535846715156
1.6734781951591695,2.7790197713617584
3.648165277980785,4.299108369503866
3.238124523482045,1.8368597773147135
3.220264454000958,2.6025675831484123
3.9582182107314936,3.035215987566669
2.0315057624491386,1.3981692921712456
3.022929456942446,2.336138722715625
1.5345998651098158,2.018888601172692
2.486249528732663,2.1465141478232477
1.804785418448473,0.8404853242168002
2.1454939474890775,2.036765261388414
2.8927355381553705,2.746997436868175
0.7726689751497913,4.176715411692562
5.13858091352819,3.4389062391278102
0.490973927750447,5.229773686267334
0.17871708081840176,0.8489786556679257
3.737166310250102,3.3084809550810172
3.187494040944404,2.2750130086075275
2.9361797255782327,5.284704399826508
2.94251826389642,0.7875525719672729
1.981629840729628,0.740417236728836
0.6541184427712528,1.1009110318339668
2.1137068372905894,-1.1858435864647103
0.9842574327318325,1.2113674674788584
3.4626796001266267,0.8613010076694532
1.779413927746792,2.2255906797143115
0.7617542048112327,2.5126339636657393
1.5179212375205098,4.814256258823829
2.6193971814134365,3.4256357572790757
1.154413170794038,1.1346445165063954
0.7666694066503528,0.6523779929774631
2.3655308172378686,2.7378787572597587
2.367449856663084,0.01965018946903685
1.2395852369433054,4.747188148781531
1.293442541572516,3.7691601810819306
2.3480749060364543,1.2962365218429428
-0.17212651224598607,-0.569701793636316
-0.11119566156483263,4.0308085612481195
0.9223336681213459,1.8281902321210732
1.679829272432229,3.8567244679601926
1.6083585118084494,3.905981354090242
3.1009374655693405,5.432713480751858
4.007865549577275,2.5214109304966845
4.070470890647113,4.756069773276766
3.3249017927811346,3.204613572441339
4.934274898521248,2.810690751606484
2.3985693559261083,3.839454460068163
3.78643077246806,2.447136516370939
4.180443447567848,3.169526041979227
4.771658251088123,2.203183161116727
5.067422317133335,6.947087699374584
2.3130368622431963,4.052895327957593
1.6988287438965664,2.9504117380111214
5.916515232847764,4.320969866101333
4.498471017969387,3.831507925463755
2.8772701951651696,3.6685456007001656
6.326727963283784,4.9212500500651375
4.173511951439288,5.136261565070958
5.768945776095739,3.204248278584209
4.101277722115164,3.1362726390329803
7.091121887322981,3.587422454272534
6.633011263664807,0.547118252896623
3.62655377728139,1.7272134067021714
5.457356426431533,6.050311401166788
4.968063924377722,6.467451570251925
6.052947336298523,3.6264459406654326
2.5526148091298433,4.864835444583649
5.029077189997659,4.466875231815304
5.587636730274381,8.618321212682856
1.3618907703653287,5.679362367151866
2.2251122310013374,3.80812361277885
0.9411517333598489,2.5666893390993613
3.595889748333163,1.5903305196136412
5.076313383693943,4.305195453800835
6.253535578144042,2.865473882073545
4.1111421706296625,1.8666194356034889
6.442923318356938,3.03014067363621
1.929847812677663,2.3776779945784074
1.444926340967268,6.530712452608848
3.9166784516550717,5.322459635424176
4.576098173408961,3.988041038025074
3.9509578778588605,6.2199162083350386
0.8988368499401851,4.116052461471427
3.8663199407308175,2.7080736980076043
2.04329574924272,6.284686115904486
5.004508823245057,4.8083650655269885
4.549897369145272,2.4441307685103153
2.590180320508967,3.7144919828745877
3.2291996239949596,2.686572619922864
2.4111797171665725,1.9258004035534961
4.3892663212974625,6.12988468120935
5.864124960705196,5.766484146911881
0.9021486392712883,7.751673092489711
3.844453855035856,6.381631264951819
2.0240361463172594,6.506403993112803
2.269311924352956,5.382184550816299
2.111409113641696,5.26859066389126
1.704013845480276,5.351162718270569
3.0727824419172407,6.591678213567445
1.7535748253834433,5.368523278769605
3.4056852386697583,6.434662285344619
2.9246428358262944,9.113101197968158
2.6415779297003854,7.306687055147538
1.6386545069376033,5.510964701748239
2.134843004147501,7.8018208832459175
4.133086838738635,5.387886940467673
3.751375781436571,2.942813197233219
1.5336671328021734,4.487870533623894
3.1489984581438386,3.1938121184612163
4.127080685057684,5.4727297739380365
0.49589207831794235,6.027627568784328
3.815040288569903,8.514655968412924
2.00606436158123,6.490391060646244
3.855898002889739,5.6713492067867035
1.8551112651862247,7.2441083717752335
0.29267684900322166,2.683297036488172
0.558686343175256,6.353421837162849
3.072127419992073,7.15629779083045
3.3895837525822228,3.782120631330238
1.6435250623433872,7.715631064810394
3.9578886881660607,6.5077446112416215
0.5077199065965603,5.377068129148798
2.9008803020290252,6.949172799159427
1.183475700356315,9.406039286706594
2.022245838296761,6.272799382587743
3.071098006974621,6.372330879450504
1.7093799520740713,5.310958650689634
2.423166683655262,4.725233445802813
4.509439213821661,7.245503724816368
2.134662195715277,4.715874261136699
4.2535381680977125,6.107349355829089
1.3054397180135728,5.283513829852325
3.7947062668729243,6.7184697386195875
5.1623529309868506,6.500493157930422
-0.707466750190934,7.556309916386849
1.8046571167942849,5.23497540171788
3.8656081907708097,5.595187597059943
2.695431920935511,4.5318544263265395
3.5567188100569633,5.333560109885832
2.094022219926269,6.5659507395672785
