x,y
2.2483570765056164,2.1620419846973977
1.9308678494144076,1.8074588597918417
2.3238442690503462,1.6615389998470207
2.761514928204013,2.305838144420434
1.882923312638332,2.5154997612479755
1.8829315215254097,2.4656400595580994
2.7896064077536957,1.5803912383886807
2.3837173645764542,1.8453938120743927
1.765262807032524,2.165631715701782
2.2712800217929825,2.4877725635611796
1.7682911535937689,1.760412881077355
1.7671351232148715,1.9071705116680915
2.1209811357830173,1.446832512996986
1.043359877671101,1.4018966879596646
1.1375410837434836,2.406262911197099
1.7188562353795136,2.6781200142854114
1.4935844398327882,1.963994939209833
2.157123666297637,2.501766448946012
1.5459879622393946,2.180818012523817
1.2938481493323541,1.6774401226974378
2.732824384460777,2.180697802754207
1.887111849756732,2.7690182832329846
2.033764102343962,1.9820869804450243
1.2876259068932716,2.782321827907003
1.7278086377374087,0.6901274479551278
2.055461294854933,2.410951252187612
1.4245032112888487,2.043523534119086
2.1878490091728358,1.8504963247670663
1.6996806550405976,2.045880388267751
1.8541531251033616,1.0062155426995536
1.6991466938853015,1.890164056081244
2.926139092254469,2.178556285755873
1.993251387631033,2.738947022370758
1.4711445355220498,1.7408648908631763
2.4112724560515946,1.5957531985534061
1.3895781750144889,1.7491214782077318
2.104431797502378,2.457701058851037
1.020164938060112,2.1643755548298422
1.3359069755507846,1.7351198981164806
2.0984306179345618,2.256633716556678
2.3692332899977053,2.0485387746740202
2.085684140594985,2.4843224952664444
1.9421758588058797,1.6489734530613238
1.8494481522053556,1.8361689267011159
1.2607390048162863,1.8039459234339212
1.6400778958026456,1.2682425259339407
1.7696806145201063,2.148060138532288
2.5285611131094576,2.1305276360899446
2.1718091447842305,2.0025567283212307
1.118479922318633,1.8827064333124266
7.292314628974793,8.125246425172937
7.78967733861732,8.173224104748488
7.828642741736616,7.659987639210755
7.59886136538919,8.116126848580501
7.919357144166995,8.146536236649341
8.20202542840727,7.642824290986816
8.943092950605266,8.932887255572378
8.08728890641592,8.236916460455895
8.128775195361381,7.404348251398676
7.962777042116916,8.328276804316914
7.040614392350479,7.5126591648863394
7.986743062275392,8.393542301871227
8.030115104970513,8.579297789503702
9.231621056242643,7.5896588408241445
7.903819517609438,8.48168806462216
8.150773671166807,8.20639046346825
7.982644115147378,8.411030079997245
7.415660981190234,8.948396491326974
8.57141140725751,7.877305941998565
8.375966516343388,7.623131917821255
8.395515973521523,7.555242785187239
7.54530627260263,7.592094857517281
8.70139715546805,7.961449145292948
7.29907446860386,8.170575987408322
8.293428546900135,8.13834539966501
9.095227812904989,8.413591624518013
7.504731837434655,8.006500945938953
7.716851135198614,8.726767038578659
8.04982568254382,7.867671583381022
7.7482621729419,9.36008458329481
7.224668284466934,8.312833673882503
8.034281487403014,7.571421221791859
7.468848143136947,7.4645537509694435
8.236796215317591,8.241236207621593
7.540287882883098,7.888268607337075
8.774967202508769,8.357000247046045
7.608373353831881,8.236618812286773
7.838969241897162,7.963585543671564
8.406758608684834,7.576603140965798
7.3845678417830225,7.242576387657068
8.113729967302065,7.776742523966489
8.653571377141214,8.428199397161736
7.196258382719386,8.107046872065101
8.092316929266152,7.377130610644006
8.129941397124211,8.08659046292559
8.390911435888656,8.192658689864418
7.381524644560959,7.558071281899434
7.339771693457862,8.076862552972765
8.26097078280845,8.029104359223
8.148492336616593,7.428514851084689
5.178893680174141,14.369558022832477
5.280392263184117,15.458930973527387
5.541525621587638,16.061078098506318
5.526901026017452,15.516232630275573
4.311165316021454,14.240315017022994
4.531087480042439,14.757882963566875
5.25751763360433,15.633455574593311
5.256892975456104,14.646165267190609
5.257523843153024,15.221909714073114
6.92636574532736,15.387317026714669
5.285445255346583,14.536534764210959
5.567782820090299,14.9702373219691
5.477000881746601,13.379366329965464
5.325695625652899,14.487806179332855
4.842365377679827,14.87371592430342
5.379484610246633,14.376108409017576
4.613587392731214,15.816205651965818
4.881590696629996,14.284929311019683
4.757318226085448,14.779977756651508
5.040937069693161,15.065370288643045
6.157329283336754,15.720636644533057
4.066367403704126,14.28206892441028
5.343130095187257,15.581581876077479
4.193642064405174,15.005116530509794
4.764034067105284,14.509245674476025
5.544475298483683,15.231051737131635
5.0321400095477316,15.099529847786735
4.461127611035347,14.699891561420603
4.642348145370016,15.03490104249501
5.339798874467338,14.80734320156912
4.634816684141431,15.056758672625625
5.108229294790988,15.331065337260524
5.0227859199519065,15.793008408072676
4.674199826197092,14.381092250586576
6.071972044662663,16.066516687328132
5.316959511159006,14.023956100238749
3.9874287066711966,14.924107452482207
5.093227157384714,15.294158603242288
4.669106767615806,15.140495933867516
5.426216667398112,14.688650240089704
4.603739630783649,14.895938874821363
4.94263177926655,14.753499532670583
5.252493639490228,14.705317621527895
5.432877597085061,15.424801048510512
4.399851796472112,15.178507742982523
4.832749382079526,14.653545202369672
4.762527344419522,15.449799937716625
4.673335383713144,15.153649760438304
5.882727120140548,15.40643105941948
5.202490855480478,15.314814420961806
